row,order_number,serial_number,reason
2049,5623,RSBB1M0270825094046,"Duplicate serial (same product, no update needed)"
2050,5623,RSBB1M0270825094114,"Duplicate serial (same product, no update needed)"
2051,5623,RSBB1M0270825094073,"Duplicate serial (same product, no update needed)"
2052,5623,RSBB1M0270825094007,"Duplicate serial (same product, no update needed)"
2053,5623,RSBB1M0270825094032,"Duplicate serial (same product, no update needed)"
2054,5623,119116125A02541,"Duplicate serial (same product, no update needed)"
2055,5624,RSBB1M0270825094004,"Duplicate serial (same product, no update needed)"
2056,5624,RSBB1M0270825093952,"Duplicate serial (same product, no update needed)"
2057,5624,RSBB1M0270825093995,"Duplicate serial (same product, no update needed)"
2058,5624,RSBB1M0270825093860,"Duplicate serial (same product, no update needed)"
2059,5624,RSBB1M0270825093988,"Duplicate serial (same product, no update needed)"
2060,5624,RSBB1M0270825094003,"Duplicate serial (same product, no update needed)"
2061,5625,RSBB1M0270825093996,"Duplicate serial (same product, no update needed)"
2062,5625,RSBB1M0270825093994,"Duplicate serial (same product, no update needed)"
2063,5625,RSBB1M0270825094002,"Duplicate serial (same product, no update needed)"
2064,5625,RSBB1M0270825093999,"Duplicate serial (same product, no update needed)"
2065,5625,RSBB1M0270825094001,"Duplicate serial (same product, no update needed)"
2066,5625,RSBB1M0270825093997,"Duplicate serial (same product, no update needed)"
2067,5625,119116125A02526,"Duplicate serial (same product, no update needed)"
2068,5627,MS2511301B0398,"Duplicate serial (same product, no update needed)"
2069,5627,MS2511301B0401,"Duplicate serial (same product, no update needed)"
2070,5627,MS2511301B0390,"Duplicate serial (same product, no update needed)"
2071,5627,MS2511301B0195,"Duplicate serial (same product, no update needed)"
2072,5627,MS2511301B0169,"Duplicate serial (same product, no update needed)"
2073,5627,MS2511301B0424,"Duplicate serial (same product, no update needed)"
2074,5627,0_119116125C03828,"Duplicate serial (same product, no update needed)"
2075,5629,WS10259056175430,"Duplicate serial (same product, no update needed)"
2076,5629,WS10259056175465,"Duplicate serial (same product, no update needed)"
2077,5629,WS10259056108271,"Duplicate serial (same product, no update needed)"
2078,5629,WS10259056175466,"Duplicate serial (same product, no update needed)"
2079,5629,WS10259056175480,"Duplicate serial (same product, no update needed)"
2080,5629,WS10259056175494,"Duplicate serial (same product, no update needed)"
2081,5629,WS10259056175479,"Duplicate serial (same product, no update needed)"
2082,5629,SYS11911FK45AP,"Duplicate serial (same product, no update needed)"
2083,5630,MS2509301A3702,"Duplicate serial (same product, no update needed)"
2084,5630,MS2509301A5102,"Duplicate serial (same product, no update needed)"
2085,5630,MS2509301A4984,"Duplicate serial (same product, no update needed)"
2086,5630,MS2509301A5080,"Duplicate serial (same product, no update needed)"
2087,5630,MS2509301A4875,"Duplicate serial (same product, no update needed)"
2088,5630,MS2509271C4851,"Duplicate serial (same product, no update needed)"
2089,5630,SYS119116122635,"Duplicate serial (same product, no update needed)"
2090,5631,MS2509251B0768,"Duplicate serial (same product, no update needed)"
2091,5631,MS2509251B0447,"Duplicate serial (same product, no update needed)"
2092,5631,MS2509251B0796,"Duplicate serial (same product, no update needed)"
2093,5631,MS2509251B1095,"Duplicate serial (same product, no update needed)"
2094,5631,MS2509251B1086,"Duplicate serial (same product, no update needed)"
2095,5631,MS2509251B1176,"Duplicate serial (same product, no update needed)"
2096,5631,SYS119116122575,"Duplicate serial (same product, no update needed)"
2097,5632,RSBB1M0270825094286,"Duplicate serial (same product, no update needed)"
2098,5632,RSBB1M0270825094340,"Duplicate serial (same product, no update needed)"
2099,5632,RSBB1M0270825094326,"Duplicate serial (same product, no update needed)"
2100,5632,RSBB1M0270825094327,"Duplicate serial (same product, no update needed)"
2101,5632,RSBB1M0270825094282,"Duplicate serial (same product, no update needed)"
2102,5632,RSBB1M0270825094239,"Duplicate serial (same product, no update needed)"
2103,5632,119116125A03138,"Duplicate serial (same product, no update needed)"
2104,5633,MS2509301A4940,"Duplicate serial (same product, no update needed)"
2105,5633,MS2509301A4986,"Duplicate serial (same product, no update needed)"
2106,5633,MS2509301A5029,"Duplicate serial (same product, no update needed)"
2107,5633,MS2509301A4982,"Duplicate serial (same product, no update needed)"
2108,5633,MS2509301A5101,"Duplicate serial (same product, no update needed)"
2109,5633,MS2509301A5075,"Duplicate serial (same product, no update needed)"
2110,5633,SYS119116122640,"Duplicate serial (same product, no update needed)"
2111,5634,MS2509301A4704,"Duplicate serial (same product, no update needed)"
2112,5634,MS2509301A5068,"Duplicate serial (same product, no update needed)"
2113,5634,MS2509301A4743,"Duplicate serial (same product, no update needed)"
2114,5634,MS2509301A4441,"Duplicate serial (same product, no update needed)"
2115,5634,MS2509301A3895,"Duplicate serial (same product, no update needed)"
2116,5634,MS2509301A2793,"Duplicate serial (same product, no update needed)"
2117,5634,SYS119116122565,"Duplicate serial (same product, no update needed)"
2118,5635,MS2509301A5041,"Duplicate serial (same product, no update needed)"
2119,5635,MS2509301A5052,"Duplicate serial (same product, no update needed)"
2120,5635,MS2509301A4772,"Duplicate serial (same product, no update needed)"
2121,5635,MS2509301A4977,"Duplicate serial (same product, no update needed)"
2122,5635,MS2509301A5015,"Duplicate serial (same product, no update needed)"
2123,5635,MS2509301A5204,"Duplicate serial (same product, no update needed)"
2124,5635,SYS119116122645,"Duplicate serial (same product, no update needed)"
2125,5636,MS2509301A5114,"Duplicate serial (same product, no update needed)"
2126,5636,MS2509301A5117,"Duplicate serial (same product, no update needed)"
2127,5636,MS2509301A4970,"Duplicate serial (same product, no update needed)"
2128,5636,MS2509301A5203,"Duplicate serial (same product, no update needed)"
2129,5636,MS2509301A5134,"Duplicate serial (same product, no update needed)"
2130,5636,MS2509301A4891,"Duplicate serial (same product, no update needed)"
2131,5638,MS2509301A5004,"Duplicate serial (same product, no update needed)"
2132,5638,MS2509301A4973,"Duplicate serial (same product, no update needed)"
2133,5638,MS2509301A4978,"Duplicate serial (same product, no update needed)"
2134,5638,MS2509301A4976,"Duplicate serial (same product, no update needed)"
2135,5638,MS2509301A5047,"Duplicate serial (same product, no update needed)"
2136,5638,MS2509301A4979,"Duplicate serial (same product, no update needed)"
2137,5639,MS2509301A5153,"Duplicate serial (same product, no update needed)"
2138,5639,MS2509301A5152,"Duplicate serial (same product, no update needed)"
2139,5639,MS2509301A5070,"Duplicate serial (same product, no update needed)"
2140,5639,MS2509301A5162,"Duplicate serial (same product, no update needed)"
2141,5639,MS2509301A3784,"Duplicate serial (same product, no update needed)"
2142,5639,MS2509301A5110,"Duplicate serial (same product, no update needed)"
2143,5640,MS2509301A4918,"Duplicate serial (same product, no update needed)"
2144,5640,MS2509301A4985,"Duplicate serial (same product, no update needed)"
2145,5640,MS2509301A4925,"Duplicate serial (same product, no update needed)"
2146,5640,MS2509301A4934,"Duplicate serial (same product, no update needed)"
2147,5640,MS2509301A4884,"Duplicate serial (same product, no update needed)"
2148,5640,MS2509301A4888,"Duplicate serial (same product, no update needed)"
2149,5641,MS2509261C3296,"Duplicate serial (same product, no update needed)"
2150,5641,MS2509281C1049,"Duplicate serial (same product, no update needed)"
2151,5641,MS2509271C4465,"Duplicate serial (same product, no update needed)"
2152,5641,MS2509301A1354,"Duplicate serial (same product, no update needed)"
2153,5641,MS2509301A1757,"Duplicate serial (same product, no update needed)"
2154,5641,MS2509301A0898,"Duplicate serial (same product, no update needed)"
2155,5641,SYS119116122632,"Duplicate serial (same product, no update needed)"
2156,5643,WS12259059683230,"Duplicate serial (same product, no update needed)"
2157,5643,WS12259059683250,"Duplicate serial (same product, no update needed)"
2158,5643,WS12259059683232,"Duplicate serial (same product, no update needed)"
2159,5643,WS12259059683234,"Duplicate serial (same product, no update needed)"
2160,5643,WS12259059683226,"Duplicate serial (same product, no update needed)"
2161,5643,WS12259059683112,"Duplicate serial (same product, no update needed)"
2162,5643,WS12259059683245,"Duplicate serial (same product, no update needed)"
2163,5643,WS12259059683244,"Duplicate serial (same product, no update needed)"
2164,5647,MS2509281C3503,"Duplicate serial (same product, no update needed)"
2165,5647,MS2509281C3497,"Duplicate serial (same product, no update needed)"
2166,5647,MS2509281C,"Duplicate serial (same product, no update needed)"
2167,5647,MS2509281C2783,"Duplicate serial (same product, no update needed)"
2168,5647,MS2509281C4429,"Duplicate serial (same product, no update needed)"
2169,5647,MS2509281C5099,"Duplicate serial (same product, no update needed)"
2170,5647,119116125A02514,"Duplicate serial (same product, no update needed)"
2171,5654,MS2510011A1415,"Duplicate serial (same product, no update needed)"
2172,5654,MS2510011A1032,"Duplicate serial (same product, no update needed)"
2173,5654,MS2510011A1293,"Duplicate serial (same product, no update needed)"
2174,5654,MS2510011A1430,"Duplicate serial (same product, no update needed)"
2175,5654,MS2510011A1172,"Duplicate serial (same product, no update needed)"
2176,5654,MS2510011A1173,"Duplicate serial (same product, no update needed)"
2177,5654,119116125A04509,"Duplicate serial (same product, no update needed)"
2178,5654,0_119116125A04509,"Duplicate serial (same product, no update needed)"
2179,5659,MS2509302B3594,"Duplicate serial (same product, no update needed)"
2180,5659,MS2509302B1682,"Duplicate serial (same product, no update needed)"
2181,5659,MS2509302B3565,"Duplicate serial (same product, no update needed)"
2182,5659,MS2509302B2801,"Duplicate serial (same product, no update needed)"
2183,5659,MS2509302B1990,"Duplicate serial (same product, no update needed)"
2184,5659,MS2509302B2503,"Duplicate serial (same product, no update needed)"
2185,5659,119116125A05267,"Duplicate serial (same product, no update needed)"
2188,5659,0_119116125A05267,"Duplicate serial (same product, no update needed)"
2189,5660,MS2509251B1089,"Duplicate serial (same product, no update needed)"
2190,5660,MS2509251B0801,"Duplicate serial (same product, no update needed)"
2191,5660,MS2509251B0821,"Duplicate serial (same product, no update needed)"
2192,5660,MS2509251B0819,"Duplicate serial (same product, no update needed)"
2193,5660,MS2509251B1065,"Duplicate serial (same product, no update needed)"
2194,5660,MS2509251B1070,"Duplicate serial (same product, no update needed)"
2195,5660,SYS119116122585,"Duplicate serial (same product, no update needed)"
2196,5660,0_SYS119116138642W0BS332046LK478#0_SYS119116138642SYS119116122585,"Duplicate serial (same product, no update needed)"
2197,5661,MS2510011A1197,"Duplicate serial (same product, no update needed)"
2198,5661,MS2510011A1264,"Duplicate serial (same product, no update needed)"
2199,5661,MS2510011A1331,"Duplicate serial (same product, no update needed)"
2200,5661,MS2510011A1333,"Duplicate serial (same product, no update needed)"
2201,5661,MS2510011A1289,"Duplicate serial (same product, no update needed)"
2202,5661,MS2510011A1327,"Duplicate serial (same product, no update needed)"
2203,5661,119116125A04585,"Duplicate serial (same product, no update needed)"
2204,5662,MS2509292A2716,"Duplicate serial (same product, no update needed)"
2205,5662,MS2509292A2161,"Duplicate serial (same product, no update needed)"
2206,5662,MS2509292A2363,"Duplicate serial (same product, no update needed)"
2207,5662,MS2509292A3049,"Duplicate serial (same product, no update needed)"
2208,5662,MS2509292A2364,"Duplicate serial (same product, no update needed)"
2209,5662,MS2509292A2341,"Duplicate serial (same product, no update needed)"
2210,5662,119116125A04523,"Duplicate serial (same product, no update needed)"
2211,5678,RSBB1M0270825094281,"Duplicate serial (same product, no update needed)"
2212,5678,RSBB1M0270825094303,"Duplicate serial (same product, no update needed)"
2213,5678,RSBB1M0270825094291,"Duplicate serial (same product, no update needed)"
2214,5678,RSBB1M0270825094289,"Duplicate serial (same product, no update needed)"
2215,5678,RSBB1M0270825094298,"Duplicate serial (same product, no update needed)"
2216,5678,RSBB1M0020825083615,"Duplicate serial (same product, no update needed)"
2217,5683,WS11259056619427,"Duplicate serial (same product, no update needed)"
2218,5683,WS11259056620644,"Duplicate serial (same product, no update needed)"
2219,5683,WS11259056619473,"Duplicate serial (same product, no update needed)"
2220,5683,WS11259056619439,"Duplicate serial (same product, no update needed)"
2221,5683,WS11259056619463,"Duplicate serial (same product, no update needed)"
2222,5683,WS11259056619504,"Duplicate serial (same product, no update needed)"
2223,5683,WS11259056617205,"Duplicate serial (same product, no update needed)"
2224,5683,WS11259056621861,"Duplicate serial (same product, no update needed)"
2225,5683,WS11259056622006,"Duplicate serial (same product, no update needed)"
2226,5683,WS11259056619484,"Duplicate serial (same product, no update needed)"
2227,5683,SYS119118144001,"Duplicate serial (same product, no update needed)"
2228,5689,MS2509301A0897,"Duplicate serial (same product, no update needed)"
2229,5689,MS2509271C2376,"Duplicate serial (same product, no update needed)"
2230,5689,MS2509271C0918,"Duplicate serial (same product, no update needed)"
2231,5689,MS2509271C3917,"Duplicate serial (same product, no update needed)"
2232,5689,MS2509301A0996,"Duplicate serial (same product, no update needed)"
2233,5689,MS2509301A3751,"Duplicate serial (same product, no update needed)"
2234,5689,SYS119116122566,"Duplicate serial (same product, no update needed)"
2235,5691,AS2510022B1110,"Duplicate serial (same product, no update needed)"
2236,5691,AS2510022B1029,"Duplicate serial (same product, no update needed)"
2237,5691,AS2510022B1153,"Duplicate serial (same product, no update needed)"
2238,5691,AS2510022B0928,"Duplicate serial (same product, no update needed)"
2239,5691,AS2510022B0377,"Duplicate serial (same product, no update needed)"
2240,5691,AS2510022B1223,"Duplicate serial (same product, no update needed)"
2241,5691,AS2510022B0529,"Duplicate serial (same product, no update needed)"
2242,5691,AS2510022B0530,"Duplicate serial (same product, no update needed)"
2243,5691,SYS11911FK45NC,"Duplicate serial (same product, no update needed)"
2244,5700,MS2509292A2338,"Duplicate serial (same product, no update needed)"
2245,5700,MS2509292A2166,"Duplicate serial (same product, no update needed)"
2246,5700,MS2509292A2323,"Duplicate serial (same product, no update needed)"
2247,5700,MS2509292A2949,"Duplicate serial (same product, no update needed)"
2248,5700,MS2509292A2270,"Duplicate serial (same product, no update needed)"
2249,5700,MS2509301A4945,"Duplicate serial (same product, no update needed)"
2250,5700,119116125A04512,"Duplicate serial (same product, no update needed)"
2251,5704,RSBB1M0020825084244,"Duplicate serial (same product, no update needed)"
2252,5704,RSBB1M0020825084301,"Duplicate serial (same product, no update needed)"
2253,5704,RSBB1M0020825084314,"Duplicate serial (same product, no update needed)"
2254,5704,RSBB1M0020825084315,"Duplicate serial (same product, no update needed)"
2255,5704,RSBB1M0020825084327,"Duplicate serial (same product, no update needed)"
2256,5704,RSBB1M0020825082815,"Duplicate serial (same product, no update needed)"
2257,5704,119116125A04518,"Duplicate serial (same product, no update needed)"
2258,5704,0_119116125A04518,"Duplicate serial (same product, no update needed)"
2259,5705,RSBB1M0020825082816,"Duplicate serial (same product, no update needed)"
2260,5705,RSBB1M0020825082819,"Duplicate serial (same product, no update needed)"
2261,5705,RSBB1M0020825082820,"Duplicate serial (same product, no update needed)"
2262,5705,RSBB1M0020825082831,"Duplicate serial (same product, no update needed)"
2263,5705,RSBB1M0020825082832,"Duplicate serial (same product, no update needed)"
2264,5705,RSBB1M0020825082806,"Duplicate serial (same product, no update needed)"
2265,5705,119116125A04438,"Duplicate serial (same product, no update needed)"
2266,5705,0_119116125A04438,"Duplicate serial (same product, no update needed)"
2267,5705,RSBB1M0020825082695,"Duplicate serial (same product, no update needed)"
2268,5705,RSBB1M0020825083011,"Duplicate serial (same product, no update needed)"
2269,5705,RSBB1M0020825082650,"Duplicate serial (same product, no update needed)"
2270,5705,RSBB1M0020825082612,"Duplicate serial (same product, no update needed)"
2271,5705,RSBB1M0020825082694,"Duplicate serial (same product, no update needed)"
2272,5705,RSBB1M0020825082698,"Duplicate serial (same product, no update needed)"
2273,5706,RSBB1M0020825082821,"Duplicate serial (same product, no update needed)"
2274,5706,RSBB1M0020825082775,"Duplicate serial (same product, no update needed)"
2275,5706,RSBB1M0020825082773,"Duplicate serial (same product, no update needed)"
2276,5706,RSBB1M0020825082782,"Duplicate serial (same product, no update needed)"
2277,5706,RSBB1M0020825082793,"Duplicate serial (same product, no update needed)"
2278,5706,RSBB1M0020825082712,"Duplicate serial (same product, no update needed)"
2279,5706,119116125A04504,"Duplicate serial (same product, no update needed)"
2280,5706,RSBB1M0020825082821,"Duplicate serial (same product, no update needed)"
2281,5706,RSBB1M0020825082775,"Duplicate serial (same product, no update needed)"
2282,5706,RSBB1M0020825082773,"Duplicate serial (same product, no update needed)"
2283,5706,RSBB1M0020825082782,"Duplicate serial (same product, no update needed)"
2284,5706,RSBB1M0020825082793,"Duplicate serial (same product, no update needed)"
2285,5706,RSBB1M0020825082712,"Duplicate serial (same product, no update needed)"
2286,5706,0_119116125A04504,"Duplicate serial (same product, no update needed)"
2287,5707,RSBB1M0020825082769,"Duplicate serial (same product, no update needed)"
2288,5707,RSBB1M0020825082726,"Duplicate serial (same product, no update needed)"
2289,5707,RSBB1M0020825082789,"Duplicate serial (same product, no update needed)"
2290,5707,RSBB1M0020825082755,"Duplicate serial (same product, no update needed)"
2291,5707,RSBB1M0020825082747,"Duplicate serial (same product, no update needed)"
2292,5707,RSBB1M0020825082716,"Duplicate serial (same product, no update needed)"
2293,5707,119116125A04514,"Duplicate serial (same product, no update needed)"
2294,5707,0_119116125A04514,"Duplicate serial (same product, no update needed)"
2295,5721,MS2509201A0447,"Duplicate serial (same product, no update needed)"
2296,5721,MS2509181A1633,"Duplicate serial (same product, no update needed)"
2297,5721,MS2509201A0439,"Duplicate serial (same product, no update needed)"
2298,5721,MS2509201A0698,"Duplicate serial (same product, no update needed)"
2299,5721,MS2509301A4952,"Duplicate serial (same product, no update needed)"
2300,5721,MS2509301A4948,"Duplicate serial (same product, no update needed)"
2301,5721,119116125A04549,"Duplicate serial (same product, no update needed)"
2302,5723,RSBB1M0020825083011,Duplicate serial (already exists for this product)
2303,5723,RSBB1M0020825082650,Duplicate serial (already exists for this product)
2304,5723,RSBB1M0020825082612,Duplicate serial (already exists for this product)
2305,5723,RSBB1M0020825082694,Duplicate serial (already exists for this product)
2306,5723,RSBB1M0020825082695,Duplicate serial (already exists for this product)
2307,5723,RSBB1M0020825082698,Duplicate serial (already exists for this product)
2308,5723,RSBB1M0020825082769,Duplicate serial (already exists for this product)
2309,5723,RSBB1M0020825082726,Duplicate serial (already exists for this product)
2310,5723,RSBB1M0020825082789,Duplicate serial (already exists for this product)
2311,5723,RSBB1M0020825082716,Duplicate serial (already exists for this product)
2312,5723,RSBB1M0020825082747,Duplicate serial (already exists for this product)
2313,5723,RSBB1M0020825082755,Duplicate serial (already exists for this product)
2314,5723,0_119116125A04525,"Duplicate serial (same product, no update needed)"
2315,5732,MS2509251B0673,"Duplicate serial (same product, no update needed)"
2316,5732,MS2509251B1066,"Duplicate serial (same product, no update needed)"
2317,5732,MS2509251B1149,"Duplicate serial (same product, no update needed)"
2318,5732,MS2509251B0813,"Duplicate serial (same product, no update needed)"
2319,5732,MS2509251B1010,"Duplicate serial (same product, no update needed)"
2320,5732,MS2509251B1094,"Duplicate serial (same product, no update needed)"
2321,5733,MS2509301A5105,"Duplicate serial (same product, no update needed)"
2322,5733,MS2510011A1328,"Duplicate serial (same product, no update needed)"
2323,5733,MS2510011A3382,"Duplicate serial (same product, no update needed)"
2324,5733,MS2510021A1313,"Duplicate serial (same product, no update needed)"
2325,5733,MS2510021A1359,"Duplicate serial (same product, no update needed)"
2326,5733,MS2510021A1360,"Duplicate serial (same product, no update needed)"
2327,5733,119116125A01641,"Duplicate serial (same product, no update needed)"
2328,5735,WS10259056175475,"Duplicate serial (same product, no update needed)"
2329,5735,WS10259056175489,"Duplicate serial (same product, no update needed)"
2330,5735,WS10259056108232,"Duplicate serial (same product, no update needed)"
2331,5735,WS10259056175487,"Duplicate serial (same product, no update needed)"
2332,5735,WS10259056175496,"Duplicate serial (same product, no update needed)"
2333,5735,WS10259056175503,"Duplicate serial (same product, no update needed)"
2334,5735,A0VS3320492K568,"Duplicate serial (same product, no update needed)"
2335,5736,WS10259056175449,"Duplicate serial (same product, no update needed)"
2336,5736,WS10259056175451,"Duplicate serial (same product, no update needed)"
2337,5736,WS10259056175444,"Duplicate serial (same product, no update needed)"
2338,5736,WS10259056175457,"Duplicate serial (same product, no update needed)"
2339,5736,WS10259056175454,"Duplicate serial (same product, no update needed)"
2340,5736,WS10259056175436,"Duplicate serial (same product, no update needed)"
2341,5736,119116125A04534,"Duplicate serial (same product, no update needed)"
2342,5740,WS11259056620654,"Duplicate serial (same product, no update needed)"
2343,5740,WS11259056620636,"Duplicate serial (same product, no update needed)"
2344,5740,WS11259056620632,"Duplicate serial (same product, no update needed)"
2345,5740,WS11259056620629,"Duplicate serial (same product, no update needed)"
2346,5740,WS11259056619497,"Duplicate serial (same product, no update needed)"
2347,5740,WS11259056474604,"Duplicate serial (same product, no update needed)"
2348,5740,WS11259056621868,"Duplicate serial (same product, no update needed)"
2349,5740,SYS11911FK451N,"Duplicate serial (same product, no update needed)"
2350,5740,0_SYS11911FK451N,"Duplicate serial (same product, no update needed)"
2351,5744,AS2508071A3028,"Duplicate serial (same product, no update needed)"
2352,5744,AS2508071A1082,"Duplicate serial (same product, no update needed)"
2353,5744,AS2508071A3134,"Duplicate serial (same product, no update needed)"
2354,5744,AS2508071A1033,"Duplicate serial (same product, no update needed)"
2355,5744,AS2508071A1070,"Duplicate serial (same product, no update needed)"
2356,5744,AS2508071A1031,"Duplicate serial (same product, no update needed)"
2357,5744,AS2508071A1080,"Duplicate serial (same product, no update needed)"
2358,5744,AS2508071A2943,"Duplicate serial (same product, no update needed)"
2359,5744,AS2508071A1049,"Duplicate serial (same product, no update needed)"
2360,5744,AS2508071A1050,"Duplicate serial (same product, no update needed)"
2361,5744,AS2508071A1044,"Duplicate serial (same product, no update needed)"
2362,5744,AS2508071A1032,"Duplicate serial (same product, no update needed)"
2363,5744,AS2508071A1067,"Duplicate serial (same product, no update needed)"
2364,5744,AS2508071A1055,"Duplicate serial (same product, no update needed)"
2365,5744,AS2508071A1059,"Duplicate serial (same product, no update needed)"
2366,5744,AS2508071A1056,"Duplicate serial (same product, no update needed)"
2367,5744,AS2508071A1052,"Duplicate serial (same product, no update needed)"
2368,5744,AS2508071A1002,"Duplicate serial (same product, no update needed)"
2369,5744,AS2508071A1054,"Duplicate serial (same product, no update needed)"
2370,5744,AS2508071A1011,"Duplicate serial (same product, no update needed)"
2371,5744,AS2508071A1057,"Duplicate serial (same product, no update needed)"
2372,5744,AS2508071A2536,"Duplicate serial (same product, no update needed)"
2373,5744,AS2508071A1022,"Duplicate serial (same product, no update needed)"
2374,5744,AS2508071A3024,"Duplicate serial (same product, no update needed)"
2375,5744,AS2508071A3032,"Duplicate serial (same product, no update needed)"
2376,5744,AS2508071A1041,"Duplicate serial (same product, no update needed)"
2377,5744,AS2508071A1040,"Duplicate serial (same product, no update needed)"
2378,5744,AS2508071A1046,"Duplicate serial (same product, no update needed)"
2379,5744,AS2508071A3026,"Duplicate serial (same product, no update needed)"
2380,5744,AS2508071A1010,"Duplicate serial (same product, no update needed)"
2381,5744,AS2508071A1001,"Duplicate serial (same product, no update needed)"
2382,5744,AS2508071A3128,"Duplicate serial (same product, no update needed)"
2383,5744,SYS11911SG22841,"Duplicate serial (same product, no update needed)"
2384,5745,RSBB1M0051225065300,"Duplicate serial (same product, no update needed)"
2385,5745,RSBB1M0051225065305,"Duplicate serial (same product, no update needed)"
2386,5745,RSBB1M0051225065303,"Duplicate serial (same product, no update needed)"
2387,5745,RSBB1M0051225065306,"Duplicate serial (same product, no update needed)"
2388,5745,RSBB1M0051225065307,"Duplicate serial (same product, no update needed)"
2389,5745,RSBB1M0051225065283,"Duplicate serial (same product, no update needed)"
2390,5745,RSBB1M0051225065310,"Duplicate serial (same product, no update needed)"
2391,5745,RSBB1M0051225065304,"Duplicate serial (same product, no update needed)"
2392,5745,RSBB1M0051225065298,"Duplicate serial (same product, no update needed)"
2393,5745,RSBB1M0051225065316,"Duplicate serial (same product, no update needed)"
2394,5745,SYS119118143664,"Duplicate serial (same product, no update needed)"
2395,5749,AS2510272A0618,"Duplicate serial (same product, no update needed)"
2396,5749,AS2510272A0584,"Duplicate serial (same product, no update needed)"
2397,5749,AS2510272A1224,"Duplicate serial (same product, no update needed)"
2398,5749,AS2510272A1316,"Duplicate serial (same product, no update needed)"
2399,5749,AS2510262A4241,"Duplicate serial (same product, no update needed)"
2400,5749,AS2510272A0505,"Duplicate serial (same product, no update needed)"
2401,5749,119116125A05283,"Duplicate serial (same product, no update needed)"
2402,5757,AS2510122C2974,"Duplicate serial (same product, no update needed)"
2403,5757,AS2510132C1964,"Duplicate serial (same product, no update needed)"
2404,5757,AS2510122C2845,"Duplicate serial (same product, no update needed)"
2405,5757,AS2510132C2004,"Duplicate serial (same product, no update needed)"
2406,5757,AS2510122C2921,"Duplicate serial (same product, no update needed)"
2407,5757,AS2510122C2933,"Duplicate serial (same product, no update needed)"
2408,5757,AS2510122C2930,"Duplicate serial (same product, no update needed)"
2409,5757,AS2510132C1973,"Duplicate serial (same product, no update needed)"
2410,5757,AS2510132C1975,"Duplicate serial (same product, no update needed)"
2411,5757,SYS119118145255,"Duplicate serial (same product, no update needed)"
2412,5758,MS2509251B0867,"Duplicate serial (same product, no update needed)"
2413,5758,MS2509251B1073,"Duplicate serial (same product, no update needed)"
2414,5758,MS2509251B1170,"Duplicate serial (same product, no update needed)"
2415,5758,MS2509251B1035,"Duplicate serial (same product, no update needed)"
2416,5758,MS2509251B0847,"Duplicate serial (same product, no update needed)"
2417,5758,MS2509181A4927,"Duplicate serial (same product, no update needed)"
2418,5758,SYS119116122591,"Duplicate serial (same product, no update needed)"
2419,5759,MS2509301A0153,"Duplicate serial (same product, no update needed)"
2420,5759,MS2509301A0053,"Duplicate serial (same product, no update needed)"
2421,5759,MS2509301A0069,"Duplicate serial (same product, no update needed)"
2422,5759,MS2509301A0078,"Duplicate serial (same product, no update needed)"
2423,5759,MS2510011A0803,"Duplicate serial (same product, no update needed)"
2424,5759,MS2509301A0055,"Duplicate serial (same product, no update needed)"
2425,5759,119116125A04462,"Duplicate serial (same product, no update needed)"
2427,5759,0_119116125A04462,"Duplicate serial (same product, no update needed)"
2428,5759,0_119116125A04462,"Duplicate serial (same product, no update needed)"
2429,5760,AS2510022B0339,"Duplicate serial (same product, no update needed)"
2430,5760,AS2510022B0351,"Duplicate serial (same product, no update needed)"
2431,5760,AS2510022B0482,"Duplicate serial (same product, no update needed)"
2432,5760,AS2510022B0703,"Duplicate serial (same product, no update needed)"
2433,5760,AS2510022B0495,"Duplicate serial (same product, no update needed)"
2434,5760,119116125A04513,"Duplicate serial (same product, no update needed)"
2435,5762,MS2509292A1766,"Duplicate serial (same product, no update needed)"
2436,5762,MS2509292A3234,"Duplicate serial (same product, no update needed)"
2437,5762,MS2509292A1873,"Duplicate serial (same product, no update needed)"
2438,5762,MS2509292A2474,"Duplicate serial (same product, no update needed)"
2439,5762,MS2509292A3096,"Duplicate serial (same product, no update needed)"
2440,5762,MS2509282A4627,"Duplicate serial (same product, no update needed)"
2441,5762,119116125A04520,"Duplicate serial (same product, no update needed)"
2442,5777,RSBB1M0130825089807,"Duplicate serial (same product, no update needed)"
2443,5777,RSBB1M0130825089763,"Duplicate serial (same product, no update needed)"
2444,5777,RSBB1M0130825089765,"Duplicate serial (same product, no update needed)"
2445,5777,RSBB1M0130825089739,"Duplicate serial (same product, no update needed)"
2446,5777,RSBB1M0130825089928,"Duplicate serial (same product, no update needed)"
2447,5777,RSBB1M0130825089588,"Duplicate serial (same product, no update needed)"
2448,5777,119116125A05258,"Duplicate serial (same product, no update needed)"
2449,5778,RSBB1M0020825082966,"Duplicate serial (same product, no update needed)"
2450,5778,RSBB1M0020825082999,"Duplicate serial (same product, no update needed)"
2451,5778,RSBB1M0020825083005,"Duplicate serial (same product, no update needed)"
2452,5778,RSBB1M0020825083000,"Duplicate serial (same product, no update needed)"
2453,5778,RSBB1M0020825083059,"Duplicate serial (same product, no update needed)"
2454,5778,RSBB1M0020825083044,"Duplicate serial (same product, no update needed)"
2455,5778,119116125A04584,"Duplicate serial (same product, no update needed)"
2456,5788,RSBB1M0020825082582,"Duplicate serial (same product, no update needed)"
